what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1659932403490
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1659932403521
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1659932412181
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1659932412197
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1659932413817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1659932432868
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932503379
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932512532
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932640957
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932733781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932739995
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932748564
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1659932751310
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932753607
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1659932768278
